id;Nome_comune;Nome_scientifico;diametro;multifusto;altezza;stato;Lat;Lon
1;Ippocastano;Aesculus  hippocastanum;68;;1;;1.229.267.383.972.480;568.808.769.893.211
2;Ulivo;Olea europea;68;;3;;12.292.736.377.320.600;5.688.084.689.310.310
3;Ginko;Ginko biloba;20;;2;;12.292.663.008.289.200;5.688.075.726.402.540
4;Ginko;Ginko biloba;17;;2;;12.292.656.484.456.300;5.688.082.843.311.220
5;Ginko;Ginko biloba;20;;2;;12.292.712.233.574.300;5.688.081.775.774.920
6;Ginko;Ginko biloba;18;;2;;1.229.261.378.300.410;5.688.076.793.938.840
7;Ippocastano;Aesculus Hippocastanum;100;;1;;12.292.623.272.215.700;5.688.070.863.181.600
8;Cedro;Cedrus;74;;1;;1.229.271.935.048.300;56.880.549.687.522.000
9;Ippocastano;Aesculus Hippocastanum;60;;1;;1.229.268.495.209.100;5.688.044.649.234.600
10;Ulivo;Olea europea;57;;1;;12.292.645.809.093.200;5.688.036.702.019.900
11;Cedro;Cedrus;125;;1;;12.292.643.436.790.300;5.688.022.586.817.670
12;Abete;picea abies;25;;2;;12.292.547.765.372.600;56.880.502.815.541.800
13;Thuja;Thuja;34;;2;;12.292.449.564.410.700;5.688.018.295.545.080
14;Ligustro;Ligustrum vulgare;16;6F;2;;12.292.476.589.347.300;568.801.405.920.368
15;Pino domestico;Pinus pinea;73;;1;;1.229.242.984.351.110;5.688.003.833.552.010
16;Pino domestico;Pinus pinea;66;;1;;1.229.230.786.609.480;5.688.005.367.399.760
17;Pino domestico;Pinus pinea;64;;1;;12.292.326.126.187.000;5.687.997.040.797.690
18;Tasso;Taxus baccata;27;;2;;1.229.235.923.118.560;56.879.787.880.626.100
21;/;/;14;4F;3;;12.292.500.927.773.600;5.687.976.123.682.320
20;Thuja;Thuja;39;;2;;12.292.350.753.612.000;5.687.959.774.076.020
23;Magnolia;Magnolia grandiflora;59;;1;;12.292.423.418.528.900;5.687.944.393.335.270
22;Sequoia;Sequoia sempervirens;?;;1;;1.229.254.937.105.150;5.687.945.604.417.220
24;Magnolia;Magnolia grandiflora;41;2F;1;;12.292.360.442.267.600;5.687.951.902.043.350
25;Magnolia;Magnolia grandiflora;41;2F;1;;12.292.343.487.120.300;5.687.946.088.850.000
26;Magnolia;Magnolia grandiflora;48;;1;;122.922.792.997.771;5.687.949.843.204.040
27;Magnolia;Magnolia grandiflora;66;;1;;12.292.244.178.400.500;5.687.942.697.820.550
28;Magnolia;Magnolia grandiflora;35;;1;;1.229.218.362.430.310;5.687.941.244.522.210
29;Magnolia;Magnolia grandiflora;35;2F;1;;1.229.222.116.784.350;56.879.357.946.534.400
30;Magnolia;Magnolia grandiflora;32;;1;;12.292.296.254.924.300;568.793.288.805.677
31;Magnolia;Magnolia grandiflora;47;;1;;12.292.251.444.892.200;5.687.928.285.945.360
33;Celtis occidentalis;Celtis occidentalis;23;3F;1;;1.229.231.563.223.550;568.792.889.148.634
32;Magnolia;Magnolia grandiflora;33;3F;1;;1.229.232.471.535.010;5.687.939.549.007.480
34;Gelso;Morus;18;3F;?;;1.229.229.443.830.140;5.687.924.773.807.710
53;Betulla;Betula pendula;25;;2;;1.229.226.537.233.460;5.687.921.746.102.840
19;Ginko;Ginko biloba;33;;2;;12.292.540.287.936.900;5.687.993.321.045.990
48;Magnolia;Magnolia grandiflora;33;;1;;1.229.252.758.945.200;5.687.930.942.554.940
49;Leccio;Quercus ilex;10;;3;;1.229.241.193.622.540;5.687.925.691.167.890
50;Magnolia;Magnolia grandiflora;57;;1;;12.292.395.435.384.300;5.687.920.061.069.050
51;Bagolaro;Celtis australis;15;4F;3;;12.292.403.789.364.800;5.687.913.359.258.610
52;Ligustro;Ligustrum vulgare;26;;2;;12.292.276.402.602.100;568.790.145.724.914
54;Thuja;Thuja;37;;2;;12.292.197.334.204.600;5.687.916.658.367.120
55;Bagolaro;Celtis australis;51;;1;;12.292.150.299.239.000;5.687.904.551.599.380
59;Farnia;Quercus robur;8;;3;;12.291.698.740.992.100;5.687.892.467.036.200
58;Farnia;Quercus robur;19;;2;;12.291.742.295.700.300;5.687.905.717.104.250
56;Carpino nero;Ostrya carpinifolia;26;;2;;12.291.875.426.899.900;56.878.857.145.706.600
57;Carpino nero;Ostrya carpinifolia;32;;2;;12.291.749.686.537.700;5.687.885.278.612.770
60;Noce nero;Juglans nigra;37;;1;;12.291.862.246.642.500;5.687.878.311.368.320
62;Tiglio;Tilia cordata;10;;2;;12.291.922.362.951.900;5.687.872.612.146.850
63;Tiglio;Tilia cordata;52;;1;;12.291.778.803.178.200;5.687.866.297.384.600
64;Acero campestre;Acer campestre;19;;1;;12.291.686.120.173.600;5.687.867.415.815.240
37;Cedro;Cedrus deodara;38;;2;;12.292.070.221.300.900;568.795.051.096.147
38;Cedro;Cederus deodara;69;;1;;1.229.199.460.437.900;5.687.949.569.183.870
39;Magnolia;Magnolia grandiflora;46;;2;;12.291.889.282.112.300;5.687.945.425.829.560
40;Magnolia;Magnolia grandiflora;33;;1;;1.229.192.969.342.760;5.687.941.289.341.000
41;Magnolia;Magnolia grandiflora;44;;1;;12.291.968.881.088.000;5.687.937.282.017.900
42;Magnolia;Magnolia grandiflora;40;3F;1;;1.229.197.777.737.050;56.879.327.216.298.700
43;Magnolia;Magnolia grandiflora;46;;1;;12.291.965.011.395.200;5.687.926.955.955.600
44;Magnolia;Magnolia grandiflora;36;;1;;12.291.918.813.056.700;5.687.928.082.035.700
45;Magnolia;Magnolia grandiflora;36;;1;;12.291.871.829.943.000;5.687.921.143.058.670
46;Magnolia;Magnolia grandiflora;31;;2;;12.291.837.014.489.000;568.792.753.413.896
47;Magnolia;Magnolia grandiflora;55;;?;;12.291.826.958.277.100;5.687.932.475.621.380
132;Celtis australis;Celtis australis;6;;3;;12.292.254.886.371.100;56.878.806.410.371
137;Olmo;Ulmus minor;20;;1;;12.292.180.616.682.400;5.687.879.901.168.740
136;Bagolaro;Celtis australis;35;2F;1;;12.292.303.033.383.100;5.687.881.834.589.020
129;Tamerice;Tamarix;8;5F;3;;12.292.756.132.767.700;5.687.867.053.085.760
130;Ligustro;Ligustrum vulgare;7;9F;3;;12.292.705.684.564.300;5.687.868.962.436.990
131;Farnia;Quercus robur;15;2F;2;;1.229.262.432.983.390;56.878.707.182.731
133;prunus;prunus;9;;3;;12.292.535.341.482.700;5.687.872.803.256.440
134;Carpino bianco;Carpinus betulus;6;;3;;12.292.476.272.955.700;5.687.874.192.585.660
135;Ligustro;Ligustrum vulgare;8;6F;3;;1.229.242.129.541.730;5.687.876.500.591.090
128;Olmo;Ulmus minor;15;;2;;12.292.821.409.923.700;568.786.580.276.613
127;Tiglio;Tilia cordata;12;;3;;12.292.861.218.105.500;5.687.864.539.929.320
126;Olmo;Ulmus minor;8;;3;;1.229.291.111.055.330;5.687.863.483.664.610
125;Carpino bianco;Carpinus betulus;6;2F;3;;1.229.294.397.797.760;5.687.862.238.514.570
124;Carpino bianco;Carpinus betulus;6;2F;3;;12.293.021.692.107.100;5.687.861.343.608.050
123;/;/;9;;3;;12.293.083.923.594.700;56.878.602.558.834.500
105;Tiglio;Tilia cordata;11;;3;;12.293.161.945.729.700;5.687.854.482.391.370
122;Farnia;Quercus robur;11;;2;;12.293.108.256.181.600;5.687.855.780.623.330
119;Tiglio;Tilia cordata;44;;1;;12.293.195.204.280.900;568.782.125.969.284
121;Celtis australis;Celtis australis;33;;1;;12.293.176.546.074.700;5.687.817.668.283.310
120;Thuja;Thuja;18;;1;;122.931.555.797.523;56.878.201.993.231.400
118;Acero campestre;Acer campestre;13;;2;;12.293.074.362.702.400;5.687.822.496.814.340
117;Olmo;Ulmus minor;17;;1;;1.229.301.888.873.040;5.687.825.890.058.010
116;Olmo;Ulmus minor;16;2F;1;;1.229.293.942.946.890;568.782.903.473.269
115;Olmo;Ulmus minor;31;;1;;12.292.875.996.002.600;5.687.828.422.157.450
113;Olmo;Ulmus minor;18;;1;;12.292.877.249.775.600;5.687.833.374.161.340
114;Olmo;Ulmus minor;47;;1;;1.229.282.861.321.150;5.687.830.246.269.720
112;Bagolaro;Celtis australis;6;;3;;12.292.774.693.859.500;5.687.836.732.540.000
111;Olmo;Ulmus minor;15;2F;1;;12.292.730.513.299.700;5.687.839.013.037.930
110;Olmo;Ulmus minor;14;2F;1;;12.292.681.117.914.500;5.687.838.984.072.030
109;Olmo;Ulmus minor;29;;1;;12.292.686.763.666.600;5.687.842.995.787.940
108;Bagolaro;Celtis australis;16;;1;;12.292.641.446.935.300;5.687.840.788.523.090
107;Olmo;Ulmus minor;9;;1;;12.292.596.521.982.400;5.687.840.128.759.330
106;Acero campestre;Acer campestre;12;;2;;12.292.599.357.163.000;5.687.845.231.590.210
104;Acero campestre;Acer campestre;15;;1;;12.292.541.412.591.700;5.687.848.011.707.600
103;Olmo;Ulmus minor;12;;1;;12.292.503.925.305.300;5.687.846.249.033.290
102;Olmo;Ulmus minor;9;;3;;12.292.509.649.332.300;5.687.850.570.254.710
101;Acero campestre;Acer campestre;17;;1;;12.292.477.298.449.000;5.687.850.807.543.700
99;Olmo;Ulmus minor;4;;3;;1.229.244.762.597.030;5.687.855.528.666.920
100;Olmo;Ulmus minor;7;;2;;12.292.442.450.392.700;56.878.533.739.500.300
98;Olmo;Ulmus minor;10;;3;;1.229.242.341.789.100;5.687.857.448.559.050
97;Acero campestre;Acer campestre;12;2F;2;;12.292.391.106.152.200;5.687.857.840.595.790
96;Olmo;Ulmus minor;11;2F;2;;1.229.236.820.540.830;5.687.858.828.052.810
95;Olmo;Ulmus minor;10;;2;;12.292.336.559.574.700;5.687.861.850.849.110
94;Acero campestre;Acer campestre;6;;3;;12.292.317.017.783.500;5.687.863.913.700.080
93;Acero campestre;Acer campestre;8;;3;;12.292.304.992.061.400;5.687.865.183.146.860
92;Acero campestre;Acer campestre;12;;3;;1.229.228.810.415.270;5.687.865.535.879.230
91;Olmo;Ulmus minor;21;;2;;1.229.228.759.493.550;5.687.863.524.119.500
90;Acero campestre;Acer campestre;7;;3;;12.292.272.719.458.900;5.687.865.729.930.490
89;Bagolaro;Celtis australis;12;;2;;12.292.248.276.294.700;5.687.866.721.315.420
88;Bagolaro;Celtis australis;6;2F;2;;12.292.238.708.617.000;5.687.865.506.889.100
85;Bagolaro;Celtis australis;6;;2;;12.292.231.990.696.800;5.687.863.356.098.470
86;Acero campestre;Acer campestre;12;;2;;12.292.228.421.115.900;5.687.867.546.159.110
87;Bagolaro;Celtis australis;7;2F;2;;12.292.224.944.647.300;5.687.866.006.511.110
84;Bagolaro;Celtis australis;10;2F;2;;12.292.226.198.071.800;5.687.870.958.537.390
82;Acero campestre;Acer campestre;6;;2;;1.229.220.848.759.490;5.687.868.061.500.820
83;Bagolaro;Celtis australis;7;;2;;12.292.196.305.175.600;5.687.868.711.943.450
81;Acero campestre;Acer campestre;7;;3;;12.292.199.977.485.900;5.687.871.025.346.330
79;Olmo;Ulmus minor;47;;1;;12.292.180.161.461.800;5.687.872.004.940.270
78;Acero campestre;Acer campestre;5;;2;;12.292.169.638.928.500;5.687.873.115.705.640
77;Olmo;Ulmus minor;14;;2;;122.921.648.550.911;568.787.250.849.163
76;Olmo;Ulmus minor;10;;2;;12.292.149.587.886.800;5.687.873.166.793.650
75;Celtis australis;Celtis australis;5;;3;;1.229.213.744.462.430;5.687.873.971.986.790
74;Acero campestre;Acer campestre;6;;3;;12.292.138.438.659.500;5.687.871.801.544.320
73;Acero campestre;Acer campestre;10;;3;;12.292.129.301.837.400;5.687.872.289.375.800
72;Acero campestre;Acer campestre;8;;3;;12.292.123.602.300.200;5.687.874.162.105.890
71;Olmo;Ulmus minor;15;;1;;12.292.115.694.521.600;5.687.873.408.000.180
70;Olmo;Ulmus minor;41;;1;;1.229.209.536.930.750;5.687.872.375.830.630
69;Tiglio;Tilia cordata;30;;1;;12.292.079.906.262.800;5.687.872.260.376.960
68;Olmo;Ulmus minor;8;;2;;12.292.068.913.714.400;5.687.871.514.130.380
67;Olmo;Ulmus minor;30;;2;;1.229.207.939.709.150;5.687.870.248.615.500
66;Olmo;Ulmus minor;7;;3;;12.292.051.555.785.000;5.687.870.009.848.050
65;Olmo;Ulmus minor;15;;3;;12.292.042.536.459.000;56.878.709.619.311.700
138;Tiglio;Tilia cordata;57;2F;1;;1.229.198.682.961.540;5.687.864.290.430.600
139;Olmo;Ulmus minor;19;;1;;12.291.906.025.971.600;5.687.859.076.522.740
140;Acero campestre;Acer campestre;31;;1;;12.291.898.086.559.700;5.687.855.148.063.300
141;Tiglio;Tilia cordata;56;;1;;12.291.740.594.610.900;5.687.851.832.866.990
151;Tiglio;Tilia cordata;22;;2;;12.291.712.318.146.600;5.687.843.775.259.500
150;Bagolaro;Celtis australis;52;;1;;12.291.752.368.915.800;5.687.840.421.380.170
149;Bagolaro;Celtis australis;50;;1;;12.291.792.302.169.600;5.687.836.603.249.400
148;Farnia;Quercus robur;11;2F;2;;1.229.185.462.404.840;5.687.838.922.085.250
147;Tiglio;Tilia cordata;13;5F;2;;12.291.950.807.527.900;5.687.837.825.372.580
146;Tiglio;Tilia cordata;26;;2;;1.229.194.534.295.980;5.687.840.626.596.590
145;Bagolaro;Celtis australis;6;2F;3;;12.291.922.618.445.900;5.687.842.310.417.080
144;Tiglio;Tilia cordata;18;;2;;12.291.881.052.438.000;5.687.842.726.011.020
142;Tiglio;Tilia cordata;9;;3;;12.291.858.766.212.500;5.687.843.092.487.000
143;Tiglio;Tilia cordata;8;;3;;12.291.866.470.616.500;5.687.846.092.438.760
179;Palma;Chamaerops;22;;2;;1.229.162.973.791.810;5.687.855.173.553.690
180;Palma;Chamaerops;19;;3;;1.229.161.479.376.240;56.878.571.085.383.400
181;Ginko;Ginko biloba;17;;1;;12.291.593.286.283.300;5.687.854.453.441.610
182;Ginko;Ginko biloba;24;;1;;12.291.597.768.204.900;5.687.849.293.251.240
183;Ginko;Ginko biloba;19;;1;;12.291.573.579.533.800;5.687.851.290.494.680
185;Palma;Chamaerops;24;;3;;1.229.149.253.796.990;5.687.854.284.229.290
176;Olmo;Ulmus minor;47;;1;;12.291.378.222.179.600;56.877.928.677.334.100
175;Acero campestre;Acer campestre;32;;2;;12.291.399.486.844.800;5.687.797.613.902.430
174;Olmo;Ulmus minor;8;;3;;12.291.459.287.086.900;5.687.796.067.943.190
173;Olmo;Ulmus minor;11;;2;;1.229.146.471.690.630;568.779.922.852.581
172;Palma;Chamaerops;17;;3;;12.291.457.886.030.900;5.687.802.730.037.670
171;Palma;Chamaerops;18;;3;;1.229.146.234.888.680;5.687.805.118.837.860
170;Palma;Chamaerops;15;;3;;1.229.147.603.449.720;5.687.804.309.731.520
169;Gelso;Morus;14;;3;;1.229.148.472.528.540;5.687.808.158.833.960
168;Gelso;Morus;25;;2;;1.229.148.237.385.180;5.687.810.630.908.010
177;Palma;Chamaerops;23;;3;;1.229.143.242.328.550;5.687.816.310.568.720
178;Palma;Chamaerops;21;;3;;12.291.401.782.977.900;5.687.816.289.460.510
167;Leccio;Quercus ilex;25;;1;;12.291.547.178.544.700;5.687.808.978.582.310
166;Leccio;Quercus ilex;10;;2;;12.291.601.310.602.600;568.781.201.351.302
165;Olmo;Ulmus minor;10;;2;;12.291.586.942.511.900;5.687.806.001.930.290
164;Leccio;Quercus ilex;19;;2;;1.229.166.530.321.070;56.878.110.573.008.400
163;Leccio;Quercus ilex;53;;1;;12.291.694.699.488.000;5.687.802.257.174.870
152;Farnia;Quercus robur;20;;2;;12.292.002.342.763.600;5.687.822.989.115.340
153;/;/;20;;1;;122.920.170.658.386;5.687.818.688.127.120
154;Farnia;Quercus robur;7;;3;;12.291.981.587.894.700;56.878.190.759.663
155;bagolaro;Celtis australis;33;;1;;12.291.931.165.948.400;56.878.113.169.541.900
156;bagolaro;Celtis australis;8;;3;;12.291.965.529.790.800;5.687.810.292.475.140
162;Leccio;Quercus ilex;18;;2;;12.291.867.232.046.100;5.687.808.460.738.220
161;Leccio;Quercus ilex;8;;3;;12.291.908.820.616.100;568.780.488.452.086
160;bagolaro;Celtis australis;12;;3;;1.229.194.886.028.760;5.687.802.997.806.590
159;bagolaro;Celtis australis;8;;3;;12.292.000.029.678.100;5.687.806.040.258.890
158;bagolaro;Celtis australis;8;;3;;12.291.980.353.173.300;5.687.806.387.840.000
157;bagolaro;Celtis australis;6;;3;;12.291.994.630.783.300;5.687.808.136.174.150
361;Magnolia;Magnolia grandiflora;26;;2;;12.290.363.690.461.100;5.687.841.836.736.080
362;Magnolia;Magnolia grandiflora;31;;2;;1.229.038.707.143.130;5.687.848.321.171.190
360;Thuja;Thuja;19;;2;;12.290.143.893.833.000;5.687.840.214.964.460
359;Cedro;Cedrus;58;;1;;12.290.311.893.599.100;5.687.855.849.737.050
358;Cedro;Cedrus;74;;1;;12.290.242.390.621.300;5.687.862.372.345.000
356;Thuja;Thuja;20;;1;;12.290.149.155.864.700;5.687.861.023.274.390
357;Thuja;Thuja;18;2F;1;;1.229.016.073.571.470;5.687.867.736.072.870
355;Ligustro;Ligustrum vulgare;18;2F;1;;12.290.096.878.179.400;5.687.865.320.699.830
354;Bagolaro;Celtis australis;75;;1;;12.290.106.795.622.000;5.687.849.827.889.850
353;Tiglio;Tilia cordata;44;;1;;1.229.002.934.167.720;5.687.856.172.414.620
352;Tiglio;Tilia cordata;30;;1;;12.289.975.911.409.400;5.687.855.911.815.820
351;Cedro;Cedrus;66;;1;;12.290.003.434.530.100;5.687.847.513.073.820
350;Cedro;Cedrus;81;;1;;12.290.039.710.239.400;568.784.246.318.856
349;Cipresso;Cupressus sempervirens;30;;1;;1.228.997.837.931.780;568.784.222.270.147
331;Cedro;Cedrus deodara;128;;1;;12.290.555.225.665.400;5.687.839.167.771.860
330;Pino domestico;Pinus pinea;86;;1;;12.290.510.168.179.000;56.878.231.704.919.100
329;Tasso;Taxus baccata;34;;2;;12.290.357.902.945.200;5.687.799.414.993.080
328;Tiglio;Tilia cordata;47;;1;;1.229.037.149.910.280;5.687.790.655.146.840
327;Tiglio;Tilia cordata;67;;1;;12.290.369.007.952.200;5.687.784.712.471.810
326;Olmo;Ulmus minor;44;;1;;12.290.368.617.272.100;5.687.779.260.204.130
322;Salice;Genere Salix;32;;2;Abbattimento;1.229.101.189.555.380;5.687.755.610.961.350
324;Olmo;Ulmus minor;33;2F;1;;12.290.493.674.838.500;5.687.773.587.707.210
323;Salice;Genere Salix;16;;2;;1.229.055.057.879.440;568.777.195.557.599
325;Olmo;Ulmus minor;6;;3;;12.290.496.848.292.200;5.687.770.505.974.030
345;Ippocastano; Aesculus hippocastanum;51;;1;;12.290.136.413.067.000;5.687.808.544.734.810
344;Tiglio;Tilia cordata;46;;1;;12.290.019.237.704.600;5.687.808.400.218.970
343;/;/;50;;1;;12.289.931.429.297.000;5.687.815.866.243.430
342;Olmo;Ulmus minor;50;;1;;12.289.890.505.388.400;5.687.815.363.201.490
341;Bagolaro;Celtis australis;25;;1;;12.289.896.980.686.100;5.687.808.601.991.110
340;Abete Rosso;Picea abies;58;;1;Abbattimento;1.228.988.836.278.770;5.687.802.788.479.300
339;Carpino bianco;Carpinus betulus;15;2F;2;;12.289.880.403.628.300;5.687.786.947.761.410
337;Faggio;Fagus sylvatica;6;;3;;12.289.960.493.589.400;5.687.783.243.878.520
336;Carpino bianco;Carpinus betulus;38;;1;;12.290.010.838.255.100;5.687.781.289.548.210
335;Carpino bianco;Carpinus betulus;10;;2;;12.290.093.410.544.400;56.877.732.717.777.000
334;Tiglio;Tilia cordata;61;;1;;12.290.101.110.798.100;56.877.907.350.071.500
338;Tiglio;Tilia cordata;60;;1;;12.290.035.348.976.300;5.687.798.938.285.720
333;Faggio;Fagus sylvatica;117;;1;Abbattimento;12.290.169.724.613.600;5.687.784.873.318.450
332;Faggio;Fagus sylvatica;81;;1;Abbattimento;1.229.024.812.500.500;5.687.776.227.146.380
363;Alloro;Laurus nobilis;10;8F;2;;1.228.986.185.803.840;5.687.846.485.328.470
364;Magnolia;Magnolia grandiflora;44;;1;;1.228.984.217.727.740;5.687.838.999.954.280
365;Alloro;Laurus nobilis;13;;2;;1.228.979.930.350.940;5.687.849.222.471.770
366;Loto americano;Diospyros virginiana;28;;2;;12.289.772.966.689.900;5.687.831.045.746.420
186;Acero campestre;Acer campestre;15;;1;;12.291.886.522.912.100;5.687.850.607.962.170
187;Olmo;Ulmus minor;19;;1;;12.291.910.821.213.500;5.687.853.583.363.830
188;Tiglio;Tilia cordata;20;;1;;122.919.751.195.277;5.687.860.439.105.020
189;Tiglio;Tilia cordata;15;;1;;12.292.024.964.909.800;568.786.334.942.044
190;Acero campestre;Acer campestre;18;;1;;1.229.206.001.993.690;5.687.866.297.416.760
191;Olmo;Ulmus minor;25;;1;;12.292.117.956.409.000;5.687.866.622.275.490
192;Olmo;Ulmus minor;22;;1;;12.292.119.027.833.400;5.687.865.539.613.680
193;Tiglio;Tilia cordata;28;;1;;12.292.102.796.911.300;568.786.254.365.947
194;Tiglio;Tilia cordata;10;;2;;1.229.208.625.870.440;5.687.858.333.566.330
195;Acero campestre;Acer campestre;31;;1;;12.292.056.816.931.600;5.687.850.984.054.910
321;Bagolaro;Celtis australis;9;;2;;12.292.022.611.471.800;5.687.846.076.526.390
320;Bagolaro;Celtis australis;6;;2;;12.292.049.424.159.900;5.687.843.038.408.440
319;Bagolaro;Celtis australis;10;;2;;12.292.084.759.823.300;5.687.839.810.400.330
318;Bagolaro;Celtis australis;8;;2;;12.292.126.661.432.200;5.687.838.579.986.210
317;Bagolaro;Celtis australis;10;2F;2;;12.292.164.017.860.200;568.783.641.036.532
316;Bagolaro;Celtis australis;12;;2;;12.292.197.922.270.400;5.687.837.620.505.710
315;Bagolaro;Celtis australis;13;2F;2;;12.292.215.900.840.500;568.783.377.155.542
313;Bagolaro;Celtis australis;7;;2;;12.292.252.286.972.400;5.687.831.172.229.220
310;Bagolaro;Celtis australis;6;;2;;12.292.301.783.873.000;5.687.829.317.410.370
307;Bagolaro;Celtis australis;5;;3;;1.229.233.494.487.310;5.687.827.590.649.490
306;Bagolaro;Celtis australis;3;;2;;12.292.363.626.271.600;5.687.825.183.822.670
305;Bagolaro;Celtis australis;9;;2;;12.292.396.830.974.700;5.687.823.629.818.770
303;Ailanto;Ailanthus altissima;11;;3;;12.292.450.195.153.200;5.687.820.036.440.750
301;Bagolaro;Celtis australis;7;;2;;1.229.248.931.702.180;5.687.818.035.181.700
300;Olmo;Ulmus minor;7;;2;;1.229.249.948.143.670;5.687.813.946.841.910
299;Olmo;Ulmus minor;5;;2;;12.292.541.740.864.200;56.878.107.274.992.200
298;Olmo;Ulmus minor;22;;1;;12.292.547.242.589.700;5.687.808.639.044.000
296;Bagolaro;Celtis australis;27;;1;;12.292.611.375.142.900;5.687.806.746.916.200
295;Tiglio;Tilia cordata;5;2F;1;;1.229.266.963.422.170;5.687.805.474.795.740
294;Bagolaro;Celtis australis;9;4F;2;;12.292.703.568.519.600;568.780.340.031.603
293;Bagolaro;Celtis australis;6;2F;2;;1.229.275.527.619.630;5.687.800.070.453.450
292;Acero campestre;Acer campestre;12;;2;;12.292.779.740.213.900;56.877.980.201.074.600
291;Acero campestre;Acer campestre;27;;1;;12.292.837.736.777.100;5.687.795.711.430.270
290;Acero campestre;Acer campestre;18;;1;;12.292.866.264.849.600;56.877.926.999.440.800
289;Bagolaro;Celtis australis;24;;1;;12.292.902.344.443.400;5.687.788.891.299.970
260;Olmo;Ulmus minor;25;;1;;12.292.945.514.177.600;5.687.792.670.829.520
262;Acero campestre;Acer campestre;17;;1;;12.293.022.884.387.700;5.687.790.917.804.760
265;Olmo;Ulmus minor;7;;2;;1.229.303.686.177.120;56.877.890.848.941.900
266;Olmo;Ulmus minor;7;;2;;12.293.037.868.568.500;5.687.794.927.826.460
267;Olmo;Ulmus minor;54;;1;;12.293.050.503.924.800;56.877.922.303.607.500
268;Bagolaro;Celtis australis;19;;1;;12.293.054.757.091.400;5.687.785.297.069.770
269;Bagolaro;Celtis australis;16;;1;;12.293.013.220.666.700;5.687.782.944.484.900
276;Olmo;Ulmus minor;22;;1;;12.293.259.244.820.700;568.780.113.122.347
288;Olmo;Ulmus minor;19;;1;;12.293.278.852.686.100;5.687.794.983.132.890
287;Olmo;Ulmus minor;42;;1;;12.293.298.477.950.600;5.687.799.091.826.770
286;Bagolaro;Celtis australis;29;;1;;1.229.330.386.598.200;5.687.804.008.540.310
285;Bagolaro;Celtis australis;38;;1;;12.293.335.174.143.200;568.780.978.312.845
282;Olmo;Ulmus minor;37;;1;;12.293.350.128.563.500;568.780.635.685.442
281;Acero campestre;Acer campestre;10;;2;;12.293.343.584.698.700;5.687.802.912.477.690
279;Acero campestre;Acer campestre;25;;1;;12.293.338.061.312.400;5.687.800.285.597.520
277;Bagolaro;Celtis australis;42;;1;;12.293.232.398.100.200;5.687.798.770.997.530
278;/;/;14;;2;;12.293.233.241.148.900;5.687.794.239.853.180
280;Acero campestre;Acer campestre;19;;1;;12.293.395.777.751.600;5.687.803.963.826.930
283;Bagolaro;Celtis australis;17;;1;;12.293.392.383.109.200;5.687.808.055.322.840
284;Bagolaro;Celtis australis;18;;1;;12.293.386.555.389.300;5.687.811.661.924.490
271;Acero campestre;Acer campestre;18;;1;;1.229.301.992.085.310;5.687.778.773.194.700
270;/;/;18;;1;;122.931.786.682.398;5.687.793.832.790.600
197;Tiglio;Tilia cordata;24;;1;;12.292.165.181.632.100;5.687.861.430.382.160
196;Tiglio;Tilia cordata;19;;1;;12.292.124.165.720.700;5.687.852.545.619.840
199;Bagolaro;Celtis australis;10;;2;;12.292.193.100.882.200;5.687.845.800.907.410
198;Bagolaro;Celtis australis;59;;1;;12.292.228.483.821.300;5.687.856.255.846.800
314;Bagolaro;Celtis australis;8;;2;;12.292.250.690.736.600;568.783.848.005.698
205;Acero campestre;Acer campestre;8;;2;;12.292.266.463.565.100;5.687.842.934.492.620
204;Bagolaro;Celtis australis;11;;2;;12.292.292.515.686.800;5.687.850.560.839.520
201;Bagolaro;Celtis australis;5;;2;;1.229.231.422.765.600;56.878.546.544.061.600
200;Olmo;Ulmus minor;5;;2;;12.292.293.710.007.100;5.687.858.682.707.560
202;Ailanto;Ailanthus altissima;4;2F;2;;12.292.359.389.925.900;5.687.856.095.162.730
203;Olmo;Ulmus minor;32;;1;;12.292.426.603.060.100;5.687.849.354.817.580
207;Olmo;Ulmus minor;6;;2;;12.292.356.246.824.800;5.687.850.484.882.870
206;Tiglio;Tilia cordata;24;;1;;12.292.451.709.563.300;5.687.846.438.480.710
209;Bagolaro;Celtis australis;8;2F;2;;12.292.439.467.842.000;5.687.842.320.788.810
208;Olmo;Ulmus minor;10;;2;;12.292.346.281.838.700;5.687.845.151.294.760
210;Olmo;Ulmus minor;8;;2;;12.292.405.396.642.000;568.783.704.863.353
309;Bagolaro;Celtis australis;8;;2;;12.292.336.098.217.400;5.687.838.953.915.980
311;Bagolaro;Celtis australis;7;2F;2;;1.229.231.210.957.760;5.687.836.076.248.680
312;Bagolaro;Celtis australis;8;2F;2;;12.292.290.170.786.700;5.687.834.489.883.970
308;Tiglio;Tilia cordata;68;;1;;1.229.234.152.075.470;5.687.833.148.950.660
304;Bagolaro;Celtis australis;6;2F;2;;12.292.409.878.920.100;5.687.827.529.360.660
211;Acero campestre;Acer campestre;17;;1;;12.292.432.451.818.100;5.687.831.620.720.190
217;Olmo;Ulmus minor;6;;2;;12.292.459.310.168.500;5.687.825.415.396.260
218;Olmo;Ulmus minor;8;;2;;12.292.484.963.248.800;5.687.824.658.546.620
216;Olmo;Ulmus minor;5;3F;2;;12.292.507.790.424.400;5.687.833.157.439.950
